,botanist,images,last_watered,name,origin_location,plant_id,recording_taken,scientific_name,soil_moisture,temperature,error
220,"{'email': 'carl.linnaeus@lnhm.co.uk', 'name': 'Carl Linnaeus', 'phone': '(146)994-1635x35992'}","{'license': 451, 'license_name': 'CC0 1.0 Universal (CC0 1.0) Public Domain Dedication', 'license_url': 'https://creativecommons.org/publicdomain/zero/1.0/', 'medium_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'original_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'regular_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'small_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'thumbnail': 'https://perenual.com/storage/image/upgrade_access.jpg'}","Mon, 05 Aug 2024 14:02:40 GMT",Ipomoea Batatas,"['-7.51611', '109.05389', 'Wangon', 'ID', 'Asia/Jakarta']",17,2024-08-06 11:19:29,['Ipomoea batatas'],25.694193137730352,9.760999479740903,
221,"{'email': 'carl.linnaeus@lnhm.co.uk', 'name': 'Carl Linnaeus', 'phone': '(146)994-1635x35992'}",,"Mon, 05 Aug 2024 14:29:39 GMT",Manihot Esculenta ‘Variegata’,"['51.30001', '13.10984', 'Oschatz', 'DE', 'Europe/Berlin']",18,2024-08-06 11:19:30,,27.192833152427184,9.01433624586997,
222,"{'email': 'gertrude.jekyll@lnhm.co.uk', 'name': 'Gertrude Jekyll', 'phone': '001-481-273-3691x127'}","{'license': 451, 'license_name': 'CC0 1.0 Universal (CC0 1.0) Public Domain Dedication', 'license_url': 'https://creativecommons.org/publicdomain/zero/1.0/', 'medium_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'original_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'regular_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'small_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'thumbnail': 'https://perenual.com/storage/image/upgrade_access.jpg'}","Mon, 05 Aug 2024 13:24:30 GMT",Musa Basjoo,"['-21.44236', '27.46153', 'Tonota', 'BW', 'Africa/Gaborone']",19,2024-08-06 11:19:30,['Musa basjoo'],26.467028500465986,13.853708931075651,
223,"{'email': 'carl.linnaeus@lnhm.co.uk', 'name': 'Carl Linnaeus', 'phone': '(146)994-1635x35992'}","{'license': 451, 'license_name': 'CC0 1.0 Universal (CC0 1.0) Public Domain Dedication', 'license_url': 'https://creativecommons.org/publicdomain/zero/1.0/', 'medium_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'original_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'regular_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'small_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'thumbnail': 'https://perenual.com/storage/image/upgrade_access.jpg'}","Mon, 05 Aug 2024 14:49:34 GMT",Salvia Splendens,"['41.15612', '1.10687', 'Reus', 'ES', 'Europe/Madrid']",20,2024-08-06 11:19:30,['Salvia splendens'],27.862858888563053,8.584667598324728,
224,"{'email': 'eliza.andrews@lnhm.co.uk', 'name': 'Eliza Andrews', 'phone': '(846)669-6651x75948'}","{'license': 5, 'license_name': 'Attribution-ShareAlike License', 'license_url': 'https://creativecommons.org/licenses/by-sa/2.0/', 'medium_url': 'https://perenual.com/storage/species_image/855_anthurium_andraeanum/medium/49388458462_0ef650db39_b.jpg', 'original_url': 'https://perenual.com/storage/species_image/855_anthurium_andraeanum/og/49388458462_0ef650db39_b.jpg', 'regular_url': 'https://perenual.com/storage/species_image/855_anthurium_andraeanum/regular/49388458462_0ef650db39_b.jpg', 'small_url': 'https://perenual.com/storage/species_image/855_anthurium_andraeanum/small/49388458462_0ef650db39_b.jpg', 'thumbnail': 'https://perenual.com/storage/species_image/855_anthurium_andraeanum/thumbnail/49388458462_0ef650db39_b.jpg'}","Mon, 05 Aug 2024 14:23:59 GMT",Anthurium,"['-29.2975', '-51.50361', 'Carlos Barbosa', 'BR', 'America/Sao_Paulo']",21,2024-08-06 11:19:33,['Anthurium andraeanum'],28.456867814814814,11.006836231128927,
225,"{'email': 'gertrude.jekyll@lnhm.co.uk', 'name': 'Gertrude Jekyll', 'phone': '001-481-273-3691x127'}","{'license': 451, 'license_name': 'CC0 1.0 Universal (CC0 1.0) Public Domain Dedication', 'license_url': 'https://creativecommons.org/publicdomain/zero/1.0/', 'medium_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'original_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'regular_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'small_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'thumbnail': 'https://perenual.com/storage/image/upgrade_access.jpg'}","Mon, 05 Aug 2024 13:03:26 GMT",Bird of Paradise,"['48.35693', '10.98461', 'Friedberg', 'DE', 'Europe/Berlin']",22,2024-08-06 11:19:31,"[""Heliconia schiedeana 'Fire and Ice'""]",21.866454029239776,9.53773202476904,
226,"{'email': 'eliza.andrews@lnhm.co.uk', 'name': 'Eliza Andrews', 'phone': '(846)669-6651x75948'}","{'license': 45, 'license_name': 'Attribution-ShareAlike 3.0 Unported (CC BY-SA 3.0)', 'license_url': 'https://creativecommons.org/licenses/by-sa/3.0/deed.en', 'medium_url': 'https://perenual.com/storage/species_image/2045_cordyline_fruticosa/medium/2560px-Cordyline_fruticosa_Rubra_1.jpg', 'original_url': 'https://perenual.com/storage/species_image/2045_cordyline_fruticosa/og/2560px-Cordyline_fruticosa_Rubra_1.jpg', 'regular_url': 'https://perenual.com/storage/species_image/2045_cordyline_fruticosa/regular/2560px-Cordyline_fruticosa_Rubra_1.jpg', 'small_url': 'https://perenual.com/storage/species_image/2045_cordyline_fruticosa/small/2560px-Cordyline_fruticosa_Rubra_1.jpg', 'thumbnail': 'https://perenual.com/storage/species_image/2045_cordyline_fruticosa/thumbnail/2560px-Cordyline_fruticosa_Rubra_1.jpg'}","Mon, 05 Aug 2024 14:56:47 GMT",Cordyline Fruticosa,"['52.53048', '13.29371', 'Charlottenburg-Nord', 'DE', 'Europe/Berlin']",23,2024-08-06 11:19:32,['Cordyline fruticosa'],29.59158007581574,11.399854147486865,
227,"{'email': 'carl.linnaeus@lnhm.co.uk', 'name': 'Carl Linnaeus', 'phone': '(146)994-1635x35992'}","{'license': 4, 'license_name': 'Attribution License', 'license_url': 'https://creativecommons.org/licenses/by/2.0/', 'medium_url': 'https://perenual.com/storage/species_image/288_ficus_carica/medium/52377169610_b7a247a378_b.jpg', 'original_url': 'https://perenual.com/storage/species_image/288_ficus_carica/og/52377169610_b7a247a378_b.jpg', 'regular_url': 'https://perenual.com/storage/species_image/288_ficus_carica/regular/52377169610_b7a247a378_b.jpg', 'small_url': 'https://perenual.com/storage/species_image/288_ficus_carica/small/52377169610_b7a247a378_b.jpg', 'thumbnail': 'https://perenual.com/storage/species_image/288_ficus_carica/thumbnail/52377169610_b7a247a378_b.jpg'}","Mon, 05 Aug 2024 14:44:00 GMT",Ficus,"['43.82634', '144.09638', 'Motomachi', 'JP', 'Asia/Tokyo']",24,2024-08-06 11:19:32,['Ficus carica'],26.236347538308465,13.049202095322343,
228,"{'email': 'gertrude.jekyll@lnhm.co.uk', 'name': 'Gertrude Jekyll', 'phone': '001-481-273-3691x127'}",,"Mon, 05 Aug 2024 13:58:41 GMT",Palm Trees,"['11.8659', '34.3869', 'Ar Ruseris', 'SD', 'Africa/Khartoum']",25,2024-08-06 11:19:33,,27.56619169839773,11.582167187046137,
229,"{'email': 'carl.linnaeus@lnhm.co.uk', 'name': 'Carl Linnaeus', 'phone': '(146)994-1635x35992'}","{'license': 4, 'license_name': 'Attribution License', 'license_url': 'https://creativecommons.org/licenses/by/2.0/', 'medium_url': 'https://perenual.com/storage/species_image/2468_dieffenbachia_seguine/medium/24449059743_2aee995991_b.jpg', 'original_url': 'https://perenual.com/storage/species_image/2468_dieffenbachia_seguine/og/24449059743_2aee995991_b.jpg', 'regular_url': 'https://perenual.com/storage/species_image/2468_dieffenbachia_seguine/regular/24449059743_2aee995991_b.jpg', 'small_url': 'https://perenual.com/storage/species_image/2468_dieffenbachia_seguine/small/24449059743_2aee995991_b.jpg', 'thumbnail': 'https://perenual.com/storage/species_image/2468_dieffenbachia_seguine/thumbnail/24449059743_2aee995991_b.jpg'}","Mon, 05 Aug 2024 14:23:18 GMT",Dieffenbachia Seguine,"['36.06386', '4.62744', 'El Achir', 'DZ', 'Africa/Algiers']",26,2024-08-06 11:19:33,['Dieffenbachia seguine'],30.656893225390988,10.76041276613471,
230,"{'email': 'carl.linnaeus@lnhm.co.uk', 'name': 'Carl Linnaeus', 'phone': '(146)994-1635x35992'}","{'license': 451, 'license_name': 'CC0 1.0 Universal (CC0 1.0) Public Domain Dedication', 'license_url': 'https://creativecommons.org/publicdomain/zero/1.0/', 'medium_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'original_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'regular_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'small_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'thumbnail': 'https://perenual.com/storage/image/upgrade_access.jpg'}","Mon, 05 Aug 2024 14:58:20 GMT",Spathiphyllum,"['51.67822', '33.9162', 'Hlukhiv', 'UA', 'Europe/Kiev']",27,2024-08-06 11:19:34,['Spathiphyllum (group)'],30.148298590085787,10.748632120156334,
231,"{'email': 'carl.linnaeus@lnhm.co.uk', 'name': 'Carl Linnaeus', 'phone': '(146)994-1635x35992'}","{'license': 4, 'license_name': 'Attribution License', 'license_url': 'https://creativecommons.org/licenses/by/2.0/', 'medium_url': 'https://perenual.com/storage/species_image/1999_codiaeum_variegatum/medium/29041866364_2c535b2297_b.jpg', 'original_url': 'https://perenual.com/storage/species_image/1999_codiaeum_variegatum/og/29041866364_2c535b2297_b.jpg', 'regular_url': 'https://perenual.com/storage/species_image/1999_codiaeum_variegatum/regular/29041866364_2c535b2297_b.jpg', 'small_url': 'https://perenual.com/storage/species_image/1999_codiaeum_variegatum/small/29041866364_2c535b2297_b.jpg', 'thumbnail': 'https://perenual.com/storage/species_image/1999_codiaeum_variegatum/thumbnail/29041866364_2c535b2297_b.jpg'}","Mon, 05 Aug 2024 14:37:02 GMT",Croton,"['43.91452', '-69.96533', 'Brunswick', 'US', 'America/New_York']",28,2024-08-06 11:19:33,['Codiaeum variegatum'],25.522934189810186,12.403486611560227,
232,"{'email': 'gertrude.jekyll@lnhm.co.uk', 'name': 'Gertrude Jekyll', 'phone': '001-481-273-3691x127'}","{'license': 5, 'license_name': 'Attribution-ShareAlike License', 'license_url': 'https://creativecommons.org/licenses/by-sa/2.0/', 'medium_url': 'https://perenual.com/storage/species_image/728_aloe_vera/medium/52619084582_6ebcfe6a74_b.jpg', 'original_url': 'https://perenual.com/storage/species_image/728_aloe_vera/og/52619084582_6ebcfe6a74_b.jpg', 'regular_url': 'https://perenual.com/storage/species_image/728_aloe_vera/regular/52619084582_6ebcfe6a74_b.jpg', 'small_url': 'https://perenual.com/storage/species_image/728_aloe_vera/small/52619084582_6ebcfe6a74_b.jpg', 'thumbnail': 'https://perenual.com/storage/species_image/728_aloe_vera/thumbnail/52619084582_6ebcfe6a74_b.jpg'}","Mon, 05 Aug 2024 13:11:24 GMT",Aloe Vera,"['34.75856', '136.13108', 'Ueno-ebisumachi', 'JP', 'Asia/Tokyo']",29,2024-08-06 11:19:42,['Aloe vera'],25.445412552853142,10.821225762173047,
233,"{'email': 'carl.linnaeus@lnhm.co.uk', 'name': 'Carl Linnaeus', 'phone': '(146)994-1635x35992'}","{'license': 5, 'license_name': 'Attribution-ShareAlike License', 'license_url': 'https://creativecommons.org/licenses/by-sa/2.0/', 'medium_url': 'https://perenual.com/storage/species_image/2961_ficus_elastica/medium/533092219_8da73ba0d2_b.jpg', 'original_url': 'https://perenual.com/storage/species_image/2961_ficus_elastica/og/533092219_8da73ba0d2_b.jpg', 'regular_url': 'https://perenual.com/storage/species_image/2961_ficus_elastica/regular/533092219_8da73ba0d2_b.jpg', 'small_url': 'https://perenual.com/storage/species_image/2961_ficus_elastica/small/533092219_8da73ba0d2_b.jpg', 'thumbnail': 'https://perenual.com/storage/species_image/2961_ficus_elastica/thumbnail/533092219_8da73ba0d2_b.jpg'}","Mon, 05 Aug 2024 13:55:19 GMT",Ficus Elastica,"['30.75545', '20.22625', 'Ajdabiya', 'LY', 'Africa/Tripoli']",30,2024-08-06 11:19:42,['Ficus elastica'],29.03938751565377,14.5007415280214,
234,"{'email': 'gertrude.jekyll@lnhm.co.uk', 'name': 'Gertrude Jekyll', 'phone': '001-481-273-3691x127'}","{'license': 451, 'license_name': 'CC0 1.0 Universal (CC0 1.0) Public Domain Dedication', 'license_url': 'https://creativecommons.org/publicdomain/zero/1.0/', 'medium_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'original_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'regular_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'small_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'thumbnail': 'https://perenual.com/storage/image/upgrade_access.jpg'}","Mon, 05 Aug 2024 13:05:43 GMT",Sansevieria Trifasciata,"['23.29549', '113.82465', 'Licheng', 'CN', 'Asia/Shanghai']",31,2024-08-06 11:19:43,['Sansevieria trifasciata'],23.037864569230763,13.350553766731029,
235,"{'email': 'gertrude.jekyll@lnhm.co.uk', 'name': 'Gertrude Jekyll', 'phone': '001-481-273-3691x127'}","{'license': 451, 'license_name': 'CC0 1.0 Universal (CC0 1.0) Public Domain Dedication', 'license_url': 'https://creativecommons.org/publicdomain/zero/1.0/', 'medium_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'original_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'regular_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'small_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'thumbnail': 'https://perenual.com/storage/image/upgrade_access.jpg'}","Mon, 05 Aug 2024 14:29:54 GMT",Philodendron Hederaceum,"['52.47774', '10.5511', 'Gifhorn', 'DE', 'Europe/Berlin']",32,2024-08-06 11:19:40,['Philodendron hederaceum'],25.460697854870773,10.600003599360562,
236,"{'email': 'carl.linnaeus@lnhm.co.uk', 'name': 'Carl Linnaeus', 'phone': '(146)994-1635x35992'}","{'license': 451, 'license_name': 'CC0 1.0 Universal (CC0 1.0) Public Domain Dedication', 'license_url': 'https://creativecommons.org/publicdomain/zero/1.0/', 'medium_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'original_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'regular_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'small_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'thumbnail': 'https://perenual.com/storage/image/upgrade_access.jpg'}","Mon, 05 Aug 2024 14:05:58 GMT",Schefflera Arboricola,"['28.92694', '78.23456', 'Bachhraon', 'IN', 'Asia/Kolkata']",33,2024-08-06 11:19:40,['Schefflera arboricola'],25.803200391262138,13.535310503708564,
237,"{'email': 'gertrude.jekyll@lnhm.co.uk', 'name': 'Gertrude Jekyll', 'phone': '001-481-273-3691x127'}","{'license': 4, 'license_name': 'Attribution License', 'license_url': 'https://creativecommons.org/licenses/by/2.0/', 'medium_url': 'https://perenual.com/storage/species_image/625_aglaonema_commutatum/medium/24798632751_3a039ecbc6_b.jpg', 'original_url': 'https://perenual.com/storage/species_image/625_aglaonema_commutatum/og/24798632751_3a039ecbc6_b.jpg', 'regular_url': 'https://perenual.com/storage/species_image/625_aglaonema_commutatum/regular/24798632751_3a039ecbc6_b.jpg', 'small_url': 'https://perenual.com/storage/species_image/625_aglaonema_commutatum/small/24798632751_3a039ecbc6_b.jpg', 'thumbnail': 'https://perenual.com/storage/species_image/625_aglaonema_commutatum/thumbnail/24798632751_3a039ecbc6_b.jpg'}","Mon, 05 Aug 2024 13:44:15 GMT",Aglaonema Commutatum,"['41.15612', '1.10687', 'Reus', 'ES', 'Europe/Madrid']",34,2024-08-06 11:19:41,['Aglaonema commutatum'],24.243384543859648,13.398949347850214,
238,"{'email': 'carl.linnaeus@lnhm.co.uk', 'name': 'Carl Linnaeus', 'phone': '(146)994-1635x35992'}","{'license': 451, 'license_name': 'CC0 1.0 Universal (CC0 1.0) Public Domain Dedication', 'license_url': 'https://creativecommons.org/publicdomain/zero/1.0/', 'medium_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'original_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'regular_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'small_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'thumbnail': 'https://perenual.com/storage/image/upgrade_access.jpg'}","Mon, 05 Aug 2024 13:32:46 GMT",Monstera Deliciosa,"['-32.45242', '-71.23106', 'La Ligua', 'CL', 'America/Santiago']",35,2024-08-06 11:19:37,['Monstera deliciosa'],22.594298611056274,12.909464007856322,
239,"{'email': 'gertrude.jekyll@lnhm.co.uk', 'name': 'Gertrude Jekyll', 'phone': '001-481-273-3691x127'}","{'license': 451, 'license_name': 'CC0 1.0 Universal (CC0 1.0) Public Domain Dedication', 'license_url': 'https://creativecommons.org/publicdomain/zero/1.0/', 'medium_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'original_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'regular_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'small_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'thumbnail': 'https://perenual.com/storage/image/upgrade_access.jpg'}","Mon, 05 Aug 2024 14:09:55 GMT",Tacca Integrifolia,"['32.54044', '-82.90375', 'Dublin', 'US', 'America/New_York']",36,2024-08-06 11:19:41,['Tacca integrifolia'],28.39574898308271,109.49699821112708,
240,"{'email': 'eliza.andrews@lnhm.co.uk', 'name': 'Eliza Andrews', 'phone': '(846)669-6651x75948'}",,"Mon, 05 Aug 2024 14:23:43 GMT",Psychopsis Papilio,"['30.21121', '74.4818', 'Malaut', 'IN', 'Asia/Kolkata']",37,2024-08-06 11:19:42,,28.228957531428577,11.077996172836146,
241,"{'email': 'gertrude.jekyll@lnhm.co.uk', 'name': 'Gertrude Jekyll', 'phone': '001-481-273-3691x127'}","{'license': 451, 'license_name': 'CC0 1.0 Universal (CC0 1.0) Public Domain Dedication', 'license_url': 'https://creativecommons.org/publicdomain/zero/1.0/', 'medium_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'original_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'regular_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'small_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'thumbnail': 'https://perenual.com/storage/image/upgrade_access.jpg'}","Mon, 05 Aug 2024 13:46:06 GMT",Saintpaulia Ionantha,"['-6.8', '39.25', 'Magomeni', 'TZ', 'Africa/Dar_es_Salaam']",38,2024-08-06 11:19:39,['Saintpaulia ionantha'],27.80099280651163,11.060818891803258,
242,"{'email': 'carl.linnaeus@lnhm.co.uk', 'name': 'Carl Linnaeus', 'phone': '(146)994-1635x35992'}","{'license': 451, 'license_name': 'CC0 1.0 Universal (CC0 1.0) Public Domain Dedication', 'license_url': 'https://creativecommons.org/publicdomain/zero/1.0/', 'medium_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'original_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'regular_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'small_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'thumbnail': 'https://perenual.com/storage/image/upgrade_access.jpg'}","Mon, 05 Aug 2024 14:18:23 GMT",Gaillardia,"['36.24624', '139.07204', 'Fujioka', 'JP', 'Asia/Tokyo']",39,2024-08-06 11:19:39,['Gaillardia aestivalis'],24.700181563184074,13.387871563188964,
243,"{'email': 'eliza.andrews@lnhm.co.uk', 'name': 'Eliza Andrews', 'phone': '(846)669-6651x75948'}","{'license': 451, 'license_name': 'CC0 1.0 Universal (CC0 1.0) Public Domain Dedication', 'license_url': 'https://creativecommons.org/publicdomain/zero/1.0/', 'medium_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'original_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'regular_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'small_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'thumbnail': 'https://perenual.com/storage/image/upgrade_access.jpg'}","Mon, 05 Aug 2024 14:05:38 GMT",Amaryllis,"['44.92801', '4.8951', 'Valence', 'FR', 'Europe/Paris']",40,2024-08-06 11:19:41,['Hippeastrum (group)'],29.35002791127542,9.070721968076931,
